Número total de Estabelecimentos ou Unidades Locais - Industria
Sigla,Código,Município,1970,1975,1980,1985,1995,
PR,4114500,Manoel Ribas,19,11,18,8,29,
PR,4114609,Marechal Cândido Rondon,122,114,92,93,168,
PR,4114708,Maria Helena,37,33,31,5,7,
PR,4114807,Marialva,52,45,77,36,118,
PR,4114906,Marilândia do Sul,26,36,17,13,31,
PR,4115002,Marilena,4,5,12,10,21,
PR,4115101,Mariluz,14,25,27,14,19,
PR,4115200,Maringá,247,371,467,498,1340,
PR,4115309,Mariópolis,21,16,16,8,29,
PR,4115358,Maripá,,,,,27,
PR,4115408,Marmeleiro,20,22,31,20,53,
PR,4115457,Marquinho,,,,,,
PR,4115507,Marumbi,7,13,10,6,15,
PR,4115606,Matelândia,12,39,57,32,54,
PR,4115705,Matinhos,6,8,6,4,36,
PR,4115739,Mato Rico,,,,,4,
PR,4115754,Mauá da Serra,,,,,9,
PR,4115804,Medianeira,54,129,116,77,161,
PR,4115853,Mercedes,,,,,13,
PR,4115903,Mirador,12,5,7,3,7,
PR,4116000,Miraselva,12,22,9,8,3,
PR,4116059,Missal,,,,16,32,
PR,4116109,Moreira Sales,21,15,25,21,27,
PR,4116208,Morretes,17,16,19,18,31,
PR,4116307,Munhoz de Melo,13,11,5,3,6,
PR,4116406,Nossa Senhora das Graças,5,4,6,4,10,
PR,4116505,Nova Aliança do Ivaí,3,2,1,4,4,
PR,4116604,Nova América da Colina,6,4,5,3,4,
PR,4116703,Nova Aurora,14,16,27,13,19,
PR,4116802,Nova Cantu,8,11,9,10,13,
PR,4116901,Nova Esperança,48,58,73,53,107,
PR,4116950,Nova Esperança do Sudoeste,,,,,3,
PR,4117008,Nova Fátima,11,14,16,10,22,
PR,4117057,Nova Laranjeiras,,,,,7,
PR,4117107,Nova Londrina,25,29,25,20,50,
PR,4117206,Nova Olímpia,12,17,18,12,16,
PR,4117214,Nova Santa Bárbara,,,,,2,
PR,4117222,Nova Santa Rosa,,,22,22,42,
PR,4117255,Nova Prata do Iguaçu,,,,19,25,
PR,4117271,Nova Tebas,,,,,2,
PR,4117297,Novo Itacolomi,,,,,1,
PR,4117305,Ortigueira,15,14,11,14,18,
PR,4117404,Ourizona,8,9,7,5,3,
PR,4117453,Ouro Verde do Oeste,,,,,12,
PR,4117503,Paiçandu,6,10,19,16,38,
PR,4117602,Palmas,71,76,107,81,135,
PR,4117701,Palmeira,61,52,46,40,88,
PR,4117800,Palmital,9,10,19,9,15,
PR,4117909,Palotina,65,68,57,49,89,
PR,4118006,Paraíso do Norte,29,33,39,25,46,
PR,4118105,Paranacity,10,10,6,10,30,
PR,4118204,Paranaguá,66,80,111,118,247,
PR,4118303,Paranapoema,3,4,5,3,4,
PR,4118402,Paranavaí,133,173,182,206,318,
PR,4118451,Pato Bragado,,,,,19,
PR,4118501,Pato Branco,84,108,127,115,270,
PR,4118600,Paula Freitas,4,16,11,8,13,
PR,4118709,Paulo Frontin,19,10,8,10,24,
PR,4118808,Peabiru,41,35,33,19,48,
PR,4118857,Perobal,,,,,,
PR,4118907,Pérola,41,38,46,27,45,
PR,4119004,Pérola d'Oeste,18,19,16,8,20,
PR,4119103,Piên,6,15,23,16,24,
PR,4119152,Pinhais,,,,,509,
PR,4119202,Pinhalão,13,13,10,11,17,
PR,4119251,Pinhal de São Bento,,,,,3,
PR,4119301,Pinhão,25,26,29,43,60,
PR,4119400,Piraí do Sul,28,37,37,30,75,
PR,4119509,Piraquara,24,47,97,68,62,
PR,4119608,Pitanga,81,57,114,94,97,
PR,4119657,Pitangueiras,,,,,9,
PR,4119707,Planaltina do Paraná,16,12,8,9,19,
PR,4119806,Planalto,28,52,28,18,22,
PR,4119905,Ponta Grossa,350,424,508,353,808,
PR,4119954,Pontal do Paraná,,,,,,
PR,4120002,Porecatu,13,17,22,12,28,
PR,4120101,Porto Amazonas,11,15,21,17,22,
PR,4120150,Porto Barreiro,,,,,,
PR,4120200,Porto Rico,9,9,18,8,7,
PR,4120309,Porto Vitória,17,26,23,15,27,
PR,4120333,Prado Ferreira,,,,,,
PR,4120358,Pranchita,,,,15,25,
PR,4120408,Presidente Castelo Branco,3,7,5,1,23,
PR,4120507,Primeiro de Maio,30,17,20,10,7,
PR,4120606,Prudentópolis,57,46,60,41,156,
PR,4120655,Quarto Centenário,,,,,,
PR,4120705,Quatiguá,13,11,11,8,17,
PR,4120804,Quatro Barras,17,28,27,22,61,
PR,4120853,Quatro Pontes,,,,,25,
PR,4120903,Quedas do Iguaçu,18,30,42,33,84,
PR,4121000,Querência do Norte,9,13,20,5,26,
PR,4121109,Quinta do Sol,10,4,3,4,3,
PR,4121208,Quitandinha,12,12,9,13,23,
PR,4121257,Ramilândia,,,,,3,
PR,4121307,Rancho Alegre,12,6,3,7,8,
PR,4121356,Rancho Alegre D'Oeste,,,,,4,
PR,4121406,Realeza,20,36,46,30,63,
PR,4121505,Rebouças,48,27,31,19,36,
PR,4121604,Renascença,15,9,12,5,22,
PR,4121703,Reserva,13,12,11,12,40,
PR,4121752,Reserva do Iguaçu,,,,,,
PR,4121802,Ribeirão Claro,20,23,33,29,31,
PR,4121901,Ribeirão do Pinhal,27,34,22,22,41,
PR,4122008,Rio Azul,23,19,19,18,29,
PR,4122107,Rio Bom,7,8,5,5,3,
PR,4122156,Rio Bonito do Iguaçu,,,,,8,
PR,4122172,Rio Branco do Ivaí,,,,,,
PR,4122206,Rio Branco do Sul,25,50,69,43,67,
PR,4122305,Rio Negro,48,55,86,64,158,
PR,4122404,Rolândia,77,116,101,105,200,
PR,4122503,Roncador,11,15,9,18,20,
PR,4122602,Rondon,25,33,33,15,28,
PR,4122651,Rosário do Ivaí,,,,,4,
PR,4122701,Sabáudia,8,9,7,9,23,
PR,4122800,Salgado Filho,6,11,12,16,12,
PR,4122909,Salto do Itararé,8,9,3,7,5,
PR,4123006,Salto do Lontra,54,45,42,13,35,
PR,4123105,Santa Amélia,7,8,4,3,4,
PR,4123204,Santa Cecília do Pavão,8,11,6,4,1,
PR,4123303,Santa Cruz de Monte Castelo,21,18,21,15,17,
PR,4123402,Santa Fé,16,22,27,18,44,
PR,4123501,Santa Helena,42,33,37,28,82,
PR,4123600,Santa Inês,9,7,3,3,6,
PR,4123709,Santa Isabel do Ivaí,25,36,49,33,39,
PR,4123808,Santa Izabel do Oeste,19,36,25,15,41,
PR,4123824,Santa Lúcia,,,,,7,
PR,4123857,Santa Maria do Oeste,,,,,11,
PR,4123907,Santa Mariana,46,40,25,17,34,
PR,4123956,Santa Mônica,,,,,9,
PR,4124004,Santana do Itararé,6,6,5,4,12,
PR,4124020,Santa Tereza do Oeste,,,,,18,
PR,4124053,Santa Terezinha de Itaipu,,,,15,52,
PR,4124103,Santo Antônio da Platina,67,67,54,67,88,
PR,4124202,Santo Antônio do Caiuá,11,14,6,4,4,
PR,4124301,Santo Antônio do Paraíso,1,8,5,2,4,
PR,4124400,Santo Antônio do Sudoeste,32,76,62,24,59,
PR,4124509,Santo Inácio,15,10,9,7,11,
PR,4124608,São Carlos do Ivaí,13,14,16,16,45,
PR,4124707,São Jerônimo da Serra,15,21,19,11,16,
PR,4124806,São João,19,20,18,11,27,
PR,4124905,São João do Caiuá,12,19,13,12,12,
PR,4125001,São João do Ivaí,22,57,43,33,21,
PR,4125100,São João do Triunfo,11,7,11,14,24,
PR,4125209,São Jorge d'Oeste,15,23,20,19,18,
PR,4125308,São Jorge do Ivaí,16,22,8,7,12,
PR,4125357,São Jorge do Patrocínio,,,,7,18,
PR,4125407,São José da Boa Vista,6,17,7,13,6,
PR,4125456,São José das Palmeiras,,,,,12,
PR,4125506,São José dos Pinhais,169,178,263,290,824,
PR,4125555,São Manoel do Paraná,,,,,4,
PR,4125605,São Mateus do Sul,37,42,41,40,103,
PR,4125704,São Miguel do Iguaçu,50,65,45,41,83,
PR,4125753,São Pedro do Iguaçu,,,,,10,
PR,4125803,São Pedro do Ivaí,20,24,25,17,20,
PR,4125902,São Pedro do Paraná,4,8,6,5,12,
PR,4126009,São Sebastião da Amoreira,7,7,5,6,12,
PR,4126108,São Tomé,16,17,12,7,10,
PR,4126207,Sapopema,4,8,8,7,17,
PR,4126256,Sarandi,,,,48,189,
PR,4126272,Saudade do Iguaçu,,,,,5,
PR,4126306,Sengés,10,20,25,17,51,
PR,4126355,Serranópolis do Iguaçu,,,,,,
PR,4126405,Sertaneja,18,12,15,8,18,
PR,4126504,Sertanópolis,35,29,34,35,75,
PR,4126603,Siqueira Campos,48,40,43,35,76,
PR,4126652,Sulina,,,,,9,
PR,4126678,Tamarana,,,,,,
PR,4126702,Tamboara,11,10,8,6,11,
PR,4126801,Tapejara,9,18,19,17,69,
PR,4126900,Tapira,16,20,22,11,21,
PR,4127007,Teixeira Soares,7,8,15,13,39,
PR,4127106,Telêmaco Borba,27,44,61,55,143,
PR,4127205,Terra Boa,33,34,33,30,64,
PR,4127304,Terra Rica,25,25,37,32,43,
PR,4127403,Terra Roxa,83,48,48,40,54,
PR,4127502,Tibagi,10,14,13,33,44,
PR,4127601,Tijucas do Sul,9,8,11,6,32,
PR,4127700,Toledo,95,155,148,162,410,
PR,4127809,Tomazina,27,23,16,16,33,
PR,4127858,Três Barras do Paraná,,,,11,17,
PR,4127882,Tunas do Paraná,,,,,13,
PR,4127908,Tuneiras do Oeste,18,18,15,11,15,
PR,4127957,Tupãssi,,,,10,17,
PR,4127965,Turvo,,,,18,39,
PR,4128005,Ubiratã,39,31,31,21,48,
PR,4128104,Umuarama,170,200,199,143,385,
PR,4128203,União da Vitória,103,100,198,141,286,
PR,4128302,Uniflor,3,2,4,3,6,
PR,4128401,Uraí,21,17,18,14,32,
PR,4128500,Wenceslau Braz,24,20,16,19,29,
PR,4128534,Ventania,,,,,24,
PR,4128559,Vera Cruz do Oeste,,,,22,39,
PR,4128609,Verê,17,19,13,12,14,
PR,4128625,Vila Alta,,,,,5,
PR,4128633,Doutor Ulysses,,,,,5,
PR,4128658,Virmond,,,,,9,
PR,4128708,Vitorino,16,21,13,12,15,
PR,4128807,Xambrê,13,19,13,7,9,
PR,4199919,Assunguy de Cima,,,,,,
PR,4199929,Conchas,,,,,,
PR,4199939,Palmira,,,,,,
PR,4199949,Porto de Cima,,,,,,
RJ,3300100,Angra dos Reis,37,45,63,44,99,
RJ,3300159,Aperibé,,,,,41,
RJ,3300209,Araruama,90,91,102,114,158,
RJ,3300225,Areal,,,,,34,
RJ,3300233,Armação dos Búzios,,,,,,
RJ,3300258,Arraial do Cabo,,,,,45,
RJ,3300308,Barra do Piraí,71,85,102,93,168,
RJ,3300407,Barra Mansa,139,209,235,186,286,
RJ,3300456,Belford Roxo,,,,,351,
RJ,3300506,Bom Jardim,21,21,36,44,67,
RJ,3300605,Bom Jesus do Itabapoana,59,42,45,45,105,
RJ,3300704,Cabo Frio,107,113,145,140,210,
RJ,3300803,Cachoeiras de Macacu,20,35,53,40,97,
RJ,3300902,Cambuci,37,32,35,34,47,
RJ,3300936,Carapebus,,,,,,
RJ,3300951,Comendador Levy Gasparian,,,,,26,
RJ,3301009,Campos dos Goytacazes,445,559,544,553,638,
RJ,3301108,Cantagalo,27,34,46,41,54,
RJ,3301157,Cardoso Moreira,,,,,16,
RJ,3301207,Carmo,18,25,44,30,69,
RJ,3301306,Casimiro de Abreu,12,18,31,30,47,
RJ,3301405,Conceição de Macabu,25,23,24,32,13,
RJ,3301504,Cordeiro,18,22,25,26,60,
RJ,3301603,Duas Barras,16,11,15,12,29,
RJ,3301702,Duque de Caxias,530,671,902,809,1253,
RJ,3301801,Engenheiro Paulo de Frontin,20,22,29,16,33,
RJ,3301850,Guapimirim,,,,,53,
RJ,3301876,Iguaba Grande,,,,,,
RJ,3301900,Itaboraí,128,112,216,179,272,
RJ,3302007,Itaguaí,51,70,113,105,210,
RJ,3302056,Italva,,,,,35,
RJ,3302106,Itaocara,59,50,39,37,54,
RJ,3302205,Itaperuna,121,134,140,126,318,
RJ,3302254,Itatiaia,,,,,44,
RJ,3302270,Japeri,,,,,42,
RJ,3302304,Laje do Muriaé,11,4,10,7,17,
RJ,3302403,Macaé,66,81,98,89,197,
RJ,3302452,Macuco,,,,,,
RJ,3302502,Magé,84,123,187,144,219,
RJ,3302601,Mangaratiba,8,10,15,15,19,
RJ,3302700,Maricá,20,32,38,48,112,
RJ,3302809,Mendes,19,15,16,19,29,
RJ,3302858,Mesquita,,,,,,
RJ,3302908,Miguel Pereira,15,14,19,26,47,
RJ,3303005,Miracema,39,46,53,53,67,
RJ,3303104,Natividade,45,32,27,23,40,
RJ,3303203,Nilópolis,185,145,162,126,220,
RJ,3303302,Niterói,411,429,543,498,725,
RJ,3303401,Nova Friburgo,211,273,356,332,1026,
RJ,3303500,Nova Iguaçu,565,603,892,619,892,
RJ,3303609,Paracambi,25,40,48,33,71,
RJ,3303708,Paraíba do Sul,51,43,51,46,79,
RJ,3303807,Parati,11,12,26,18,40,
RJ,3303856,Paty do Alferes,,,,,28,
RJ,3303906,Petrópolis,487,643,674,643,1202,
RJ,3303955,Pinheiral,,,,,,
RJ,3304003,Piraí,27,21,27,21,50,
RJ,3304102,Porciúncula,13,8,19,16,58,
RJ,3304110,Porto Real,,,,,,
RJ,3304128,Quatis,,,,,24,
RJ,3304144,Queimados,,,,,82,
RJ,3304151,Quissamã,,,,,7,
RJ,3304201,Resende,70,98,127,125,224,
RJ,3304300,Rio Bonito,81,77,82,80,144,
RJ,3304409,Rio Claro,12,11,12,14,7,
RJ,3304508,Rio das Flores,5,10,7,5,16,
RJ,3304524,Rio das Ostras,,,,,66,
RJ,3304557,Rio de Janeiro,7972,8084,10384,8959,10885,
RJ,3304607,Santa Maria Madalena,10,6,6,4,54,
RJ,3304706,Santo Antônio de Pádua,71,81,86,86,222,
RJ,3304755,São Francisco de Itabapoana,,,,,,
RJ,3304805,São Fidélis,52,64,72,74,94,
RJ,3304904,São Gonçalo,424,585,691,594,1053,
RJ,3305000,São João da Barra,257,162,140,154,68,
RJ,3305109,São João de Meriti,272,302,426,446,792,
RJ,3305133,São José de Ubá,,,,,,
RJ,3305158,São José do Vale do Rio Preto,,,,,71,
RJ,3305208,São Pedro da Aldeia,50,36,52,52,96,
RJ,3305307,São Sebastião do Alto,5,6,6,4,8,
RJ,3305406,Sapucaia,20,21,17,26,51,
RJ,3305505,Saquarema,26,26,34,30,86,
RJ,3305554,Seropédica,,,,,,
RJ,3305604,Silva Jardim,10,13,19,16,40,
RJ,3305703,Sumidouro,8,7,6,4,15,
RJ,3305752,Tanguá,,,,,,
RJ,3305802,Teresópolis,111,125,193,192,316,
RJ,3305901,Trajano de Morais,10,9,5,6,5,
RJ,3306008,Três Rios,78,106,164,131,167,
RJ,3306107,Valença,60,60,92,72,125,
RJ,3306156,Varre-Sai,,,,,12,
RJ,3306206,Vassouras,49,44,53,51,61,
RJ,3306305,Volta Redonda,100,122,244,274,383,
RJ,3399919,Sâo João Marcos,,,,,,
RJ,3399929,São Sebastião do Parahyba,,,,,,
RN,2400109,Acari,10,10,13,23,12,
RN,2400208,Açu,51,36,27,51,48,
RN,2400307,Afonso Bezerra,14,11,11,11,4,
RN,2400406,Água Nova,,,,,0,
RN,2400505,Alexandria,7,5,7,18,4,
RN,2400604,Almino Afonso,10,10,23,37,1,
RN,2400703,Alto do Rodrigues,6,6,6,12,5,
RN,2400802,Angicos,5,7,6,10,7,
RN,2400901,Antônio Martins,3,7,3,2,1,
RN,2401008,Apodi,28,74,77,61,20,
RN,2401107,Areia Branca,24,22,18,20,31,
RN,2401206,Arês,6,4,9,7,3,
RN,2401305,Augusto Severo,3,4,41,64,3,
RN,2401404,Baía Formosa,5,5,5,5,3,
RN,2401453,Baraúna,,,,26,9,
RN,2401503,Barcelona,2,4,1,7,1,
RN,2401602,Bento Fernandes,1,1,1,3,0,
RN,2401651,Bodó,,,,,,
RN,2401701,Bom Jesus,1,2,2,1,3,
RN,2401800,Brejinho,13,6,9,7,5,
RN,2401859,Caiçara do Norte,,,,,,
RN,2401909,Caiçara do Rio do Vento,4,,,,0,
RN,2402006,Caicó,71,94,137,153,104,
RN,2402105,Campo Redondo,4,6,3,3,2,
RN,2402204,Canguaretama,26,15,16,23,12,
RN,2402303,Caraúbas,12,16,24,19,10,
RN,2402402,Carnaúba dos Dantas,4,3,8,15,21,
RN,2402501,Carnaubais,7,7,11,14,0,
RN,2402600,Ceará-Mirim,23,25,45,40,33,
RN,2402709,Cerro Corá,4,3,5,6,49,
RN,2402808,Coronel Ezequiel,1,1,,2,3,
RN,2402907,Coronel João Pessoa,1,3,1,3,0,
RN,2403004,Cruzeta,7,11,6,8,4,
RN,2403103,Currais Novos,25,29,50,49,75,
RN,2403202,Doutor Severiano,1,,4,4,2,
RN,2403251,Parnamirim,9,17,38,38,126,
RN,2403301,Encanto,4,2,14,8,0,
RN,2403400,Equador,4,18,30,17,10,
RN,2403509,Espírito Santo,1,1,2,1,1,
RN,2403608,Extremoz,3,2,3,3,16,
RN,2403707,Felipe Guerra,10,7,7,8,5,
RN,2403756,Fernando Pedroza,,,,,,
RN,2403806,Florânia,8,4,7,11,4,
RN,2403905,Francisco Dantas,,,1,9,0,
RN,2404002,Frutuoso Gomes,4,2,8,10,1,
RN,2404101,Galinhos,1,,1,1,0,
RN,2404200,Goianinha,9,7,10,11,7,
RN,2404309,Governador Dix-Sept Rosado,10,21,27,15,9,
RN,2404408,Grossos,225,288,180,161,19,
RN,2404507,Guamaré,12,13,4,4,8,
RN,2404606,Ielmo Marinho,2,11,6,2,0,
RN,2404705,Ipanguaçu,13,14,14,19,19,
RN,2404804,Ipueira,2,7,7,2,0,
RN,2404853,Itajá,,,,,,
RN,2404903,Itaú,4,8,7,5,5,
RN,2405009,Jaçanã,1,1,1,5,3,
RN,2405108,Jandaíra,28,5,5,5,2,
RN,2405207,Janduís,6,3,2,4,7,
RN,2405306,Januário Cicco,2,2,13,11,1,
RN,2405405,Japi,1,3,3,1,0,
RN,2405504,Jardim de Angicos,,,,,0,
RN,2405603,Jardim de Piranhas,18,13,37,174,46,
RN,2405702,Jardim do Seridó,12,22,52,59,20,
RN,2405801,João Câmara,20,23,24,11,18,
RN,2405900,João Dias,,1,,3,0,
RN,2406007,José da Penha,1,9,6,16,0,
RN,2406106,Jucurutu,8,12,18,14,10,
RN,2406155,Jundiá,,,,,,
RN,2406205,Lagoa d'Anta,1,1,3,6,0,
RN,2406304,Lagoa de Pedras,,2,4,,0,
RN,2406403,Lagoa de Velhos,,,,2,1,
RN,2406502,Lagoa Nova,1,3,4,12,2,
RN,2406601,Lagoa Salgada,5,1,10,10,1,
RN,2406700,Lajes,13,8,12,9,2,
RN,2406809,Lajes Pintadas,1,1,1,1,0,
RN,2406908,Lucrécia,1,2,13,19,1,
RN,2407005,Luís Gomes,4,9,8,15,1,
RN,2407104,Macaíba,37,37,20,37,39,
RN,2407203,Macau,42,30,25,19,22,
RN,2407252,Major Sales,,,,,,
RN,2407302,Marcelino Vieira,5,6,10,14,2,
RN,2407401,Martins,8,4,4,5,5,
RN,2407500,Maxaranguape,4,3,3,6,5,
RN,2407609,Messias Targino,3,2,10,6,1,
RN,2407708,Montanhas,3,2,4,3,1,
RN,2407807,Monte Alegre,5,3,12,9,6,
RN,2407906,Monte das Gameleiras,,,2,1,0,
RN,2408003,Mossoró,450,369,310,279,447,
RN,2408102,Natal,380,338,459,504,1058,
RN,2408201,Nísia Floresta,5,3,5,4,10,
RN,2408300,Nova Cruz,33,21,38,37,8,
RN,2408409,Olho-d'Água do Borges,3,3,1,14,1,
RN,2408508,Ouro Branco,8,3,11,8,4,
RN,2408607,Paraná,,,,1,0,
RN,2408706,Paraú,4,3,3,1,2,
RN,2408805,Parazinho,1,,2,1,2,
RN,2408904,Parelhas,13,31,50,65,42,
RN,2408953,Rio do Fogo,,,,,,
RN,2409100,Passa e Fica,5,4,9,12,2,
RN,2409209,Passagem,2,1,2,3,0,
RN,2409308,Patu,15,8,12,19,1,
RN,2409332,Santa Maria,,,,,,
RN,2409407,Pau dos Ferros,18,27,20,30,21,
RN,2409506,Pedra Grande,,,,,0,
RN,2409605,Pedra Preta,6,11,,3,0,
RN,2409704,Pedro Avelino,8,7,15,12,4,
RN,2409803,Pedro Velho,9,6,11,4,1,
RN,2409902,Pendências,23,27,15,12,7,
RN,2410009,Pilões,,,1,1,1,
RN,2410108,Poço Branco,1,3,5,2,2,
RN,2410207,Portalegre,4,2,1,,0,
RN,2410256,Porto do Mangue,,,,,,
RN,2410306,Presidente Juscelino,1,8,6,4,2,
RN,2410405,Pureza,1,1,1,1,3,
RN,2410504,Rafael Fernandes,1,2,,4,1,
RN,2410603,Rafael Godeiro,2,1,3,6,0,
RN,2410702,Riacho da Cruz,2,4,4,3,0,
RN,2410801,Riacho de Santana,2,2,3,3,0,
RN,2410900,Riachuelo,2,5,3,3,3,
RN,2411007,Rodolfo Fernandes,1,3,3,2,2,
RN,2411056,Tibau,,,,,,
RN,2411106,Ruy Barbosa,1,1,1,3,0,
RN,2411205,Santa Cruz,18,25,16,23,25,
RN,2411403,Santana do Matos,7,7,14,9,2,
RN,2411429,Santana do Seridó,1,6,19,16,1,
RN,2411502,Santo Antônio,8,15,23,19,2,
RN,2411601,São Bento do Norte,2,1,9,1,0,
RN,2411700,São Bento do Trairí,,2,1,1,1,
RN,2411809,São Fernando,1,3,4,3,3,
RN,2411908,São Francisco do Oeste,,1,,8,2,
RN,2412005,São Gonçalo do Amarante,13,46,46,37,60,
RN,2412104,São João do Sabugi,6,13,11,15,1,
RN,2412203,São José de Mipibu,33,23,24,21,13,
RN,2412302,São José do Campestre,12,17,19,18,2,
RN,2412401,São José do Seridó,5,5,7,4,4,
RN,2412500,São Miguel,12,14,10,17,12,
RN,2412559,São Miguel de Touros,,,,,,
RN,2412609,São Paulo do Potengi,13,24,24,28,8,
RN,2412708,São Pedro,3,13,5,8,1,
RN,2412807,São Rafael,9,15,7,3,5,
RN,2412906,São Tomé,21,11,11,14,6,
RN,2413003,São Vicente,11,3,3,6,2,
RN,2413102,Senador Elói de Souza,2,,,,1,
RN,2413201,Senador Georgino Avelino,,,,1,0,
RN,2413300,Serra de São Bento,3,1,1,3,1,
RN,2413359,Serra do Mel,,,,,0,
RN,2413409,Serra Negra do Norte,21,44,14,9,3,
RN,2413508,Serrinha,1,2,2,7,1,
RN,2413557,Serrinha dos Pintos,,,,,,
RN,2413607,Severiano Melo,1,5,3,8,1,
RN,2413706,Sítio Novo,1,4,1,2,1,
RN,2413805,Taboleiro Grande,,1,1,3,1,
RN,2413904,Taipu,3,16,16,6,0,
RN,2414001,Tangará,15,7,5,4,3,
RN,2414100,Tenente Ananias,8,3,5,8,1,
RN,2414159,Tenente Laurentino Cruz,,,,,,
RN,2414209,Tibau do Sul,2,,1,2,1,
RN,2414308,Timbaúba dos Batistas,3,2,2,1,0,
RN,2414407,Touros,8,5,5,9,7,
RN,2414456,Triunfo Potiguar,,,,,,
RN,2414506,Umarizal,8,13,26,14,4,
RN,2414605,Upanema,5,7,14,7,2,
RN,2414704,Várzea,2,3,3,6,2,
RN,2414753,Venha-Ver,,,,,,
RN,2414803,Vera Cruz,13,7,10,12,0,
RN,2414902,Viçosa,,2,1,2,0,
RN,2415008,Vila Flor,2,1,2,1,2,
RO,1100015,Alta Floresta D'Oeste,,,,,68,
RO,1100023,Ariquemes,,,75,87,148,
RO,1100031,Cabixi,,,,,12,
RO,1100049,Cacoal,,,104,76,137,
RO,1100056,Cerejeiras,,,,36,4,
RO,1100064,Colorado do Oeste,,,,37,14,
RO,1100072,Corumbiara,,,,,0,
RO,1100080,Costa Marques,,,,36,21,
RO,1100098,Espigão D'Oeste,,,,17,74,
RO,1100106,Guajará-Mirim,33,31,42,50,56,
RO,1100114,Jaru,,,,57,102,
RO,1100122,Ji-Paraná,,,114,131,236,
RO,1100130,Machadinho D'Oeste,,,,,24,
RO,1100148,Nova Brasilândia D'Oeste,,,,,22,
RO,1100155,Ouro Preto do Oeste,,,,39,106,
RO,1100189,Pimenta Bueno,,,59,62,163,
RO,1100205,Porto Velho,101,258,170,243,398,
RO,1100254,Presidente Médici,,,,48,38,
RO,1100262,Rio Crespo,,,,,1,
RO,1100288,Rolim de Moura,,,,87,141,
RO,1100296,Santa Luzia D'Oeste,,,,,19,
RO,1100304,Vilhena,,,125,69,143,
RO,1100320,São Miguel do Guaporé,,,,,41,
RO,1100338,Nova Mamoré,,,,,8,
RO,1100346,Alvorada D'Oeste,,,,,20,
RO,1100379,Alto Alegre dos Parecis,,,,,,
RO,1100403,Alto Paraíso,,,,,25,
RO,1100452,Buritis,,,,,,
RO,1100502,Novo Horizonte do Oeste,,,,,2,
RO,1100601,Cacaulândia,,,,,8,
RO,1100700,Campo Novo de Rondônia,,,,,16,
RO,1100809,Candeias do Jamari,,,,,8,
RO,1100908,Castanheiras,,,,,2,
RO,1100924,Chupinguaia,,,,,,
RO,1100940,Cujubim,,,,,,
RO,1101005,Governador Jorge Teixeira,,,,,1,
RO,1101104,Itapuã do Oeste,,,,,7,
RO,1101203,Ministro Andreazza,,,,,5,
RO,1101302,Mirante da Serra,,,,,1,
RO,1101401,Monte Negro,,,,,5,
RO,1101435,Nova União,,,,,,
RO,1101450,Parecis,,,,,,
RO,1101468,Pimenteiras do Oeste,,,,,,
RO,1101476,Primavera de Rondônia,,,,,,
RO,1101484,São Felipe D'Oeste,,,,,,
RO,1101492,São Francisco do Guaporé,,,,,,
RO,1101500,Seringueiras,,,,,13,
RO,1101559,Teixeirópolis,,,,,,
RO,1101609,Theobroma,,,,,3,
RO,1101708,Urupá,,,,,7,
RO,1101757,Vale do Anari,,,,,,
RO,1101807,Vale do Paraíso,,,,,4,
RR,1400027,Amajari,,,,,,
RR,1400050,Alto Alegre,,,,4,4,
RR,1400100,Boa Vista,51,126,111,156,304,
RR,1400159,Bonfim,,,,1,0,
RR,1400175,Cantá,,,,,,
RR,1400209,Caracaraí,4,21,16,5,13,
RR,1400233,Caroebe,,,,,,
RR,1400282,Iracema,,,,,,
RR,1400308,Mucajaí,,,,11,11,
RR,1400407,Normandia,,,,,1,
RR,1400456,Pacaraima,,,,,,
RR,1400472,Rorainópolis,,,,,,
RR,1400506,São João da Baliza,,,,7,8,
RR,1400605,São Luiz,,,,7,2,
RR,1400704,Uiramutã,,,,,,
RS,4300034,Aceguá,,,,,,
RS,4300059,Água Santa,,,,,20,
RS,4300109,Agudo,46,56,37,41,67,
RS,4300208,Ajuricaba,25,39,23,22,39,
RS,4300307,Alecrim,25,32,26,28,24,
RS,4300406,Alegrete,69,50,66,94,149,
RS,4300455,Alegria,,,,,15,
RS,4300471,Almirante Tamandaré do Sul,,,,,,
RS,4300505,Alpestre,20,28,14,19,10,
RS,4300554,Alto Alegre,,,,,7,
RS,4300570,Alto Feliz,,,,,13,
RS,4300604,Alvorada,36,28,99,118,499,
RS,4300638,Amaral Ferrador,,,,,5,
RS,4300646,Ametista do Sul,,,,,16,
RS,4300661,André da Rocha,,,,,2,
RS,4300703,Anta Gorda,18,15,15,18,26,
RS,4300802,Antônio Prado,45,62,67,62,112,
RS,4300851,Arambaré,,,,,10,
RS,4300877,Araricá,,,,,,
RS,4300901,Aratiba,40,45,25,31,34,
RS,4301008,Arroio do Meio,72,77,65,78,155,
RS,4301057,Arroio do Sal,,,,,31,
RS,4301073,Arroio do Padre,,,,,,
RS,4301107,Arroio dos Ratos,9,28,26,27,62,
RS,4301206,Arroio do Tigre,15,30,22,24,47,
RS,4301305,Arroio Grande,34,21,22,30,57,
RS,4301404,Arvorezinha,35,50,44,48,76,
RS,4301503,Augusto Pestana,31,24,16,23,47,
RS,4301552,Áurea,,,,,21,
RS,4301602,Bagé,146,134,115,96,200,
